Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Payment_Option,Delivery_Term,City
Studio,2390000,1,1,60,No,12,Installment,Semi Finished,Sheikh Zayed
Apartment,2590000,2,1,153,No,1,Cash,Finished,Aeon
Apartment,3031000,3,3,150,No,3,Cash or Installment,Semi Finished,New Capital City
Apartment,7000000,3,3,230,Unknown,4,Cash,Finished,Kafr Abdo
Apartment,650000,4,2,145,No,2,Cash,Semi Finished,Badr City
Apartment,550000,4,3,169,Unknown,3,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,5300000,3,3,160,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,365000,2,1,110,No,4,Cash or Installment,Finished,Nakheel
Apartment,7000000,3,3,180,Yes,3,Cash,Finished,Fifth Square
Apartment,6200000,3,3,187,No,12,Cash,Finished,Pyramids Hills
Apartment,6228713,3,3,136,No,12,Installment,Core & Shell,AZAD
Apartment,5950000,3,3,192,No,1,Cash,Semi Finished,One 16
Apartment,6360000,3,3,149,Unknown,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,500000,3,3,225,Unknown,2,Cash or Installment,Unknown ,Isola
Studio,5500000,1,1,75,Unknown,7,Installment,Finished,Uptown Cairo
Penthouse,5100000,2,2,133,Unknown,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1800000,3,2,130,No,4,Cash,Finished,New Cairo - El Tagamoa
Apartment,5500000,2,2,115,Unknown,12,Unknown,Finished,Karma Kay
Duplex,2200000,4,3,355,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1150000,3,3,196,No,12,Cash or Installment,Finished,Karmell
Penthouse,5500000,3,3,138,Unknown,2,Unknown,Unknown ,6th of October
Apartment,406000,2,1,78,No,2,Installment,Finished,Madinaty
Apartment,410000,2,1,130,Unknown,12,Cash,Finished,Nakheel
Penthouse,3800000,4,3,283,No,5,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,330000,3,3,225,Unknown,3,Cash or Installment,Unknown ,Hadayek 6th of October
Apartment,5000000,5,3,360,No,3,Cash,Finished,Nasr City
Apartment,380000,2,1,115,No,4,Cash,Finished,Nakheel
Apartment,490000,3,3,160,Unknown,12,Cash or Installment,Unknown ,Madinaty
Apartment,1380000,3,2,170,No,1,Cash,Finished,Hadayek al-Ahram
Apartment,200000,1,1,50,Unknown,12,Cash,Finished,Nakheel
Apartment,3500000,3,3,188,No,2,Cash,Finished,Kafr Abdo
Apartment,7500000,2,2,144,Unknown,2,Unknown,Unknown ,Uptown Cairo
Apartment,500000,3,2,165,No,3,Cash or Installment,Not Finished,Sarai
Apartment,1800000,3,2,160,Unknown,2,Cash or Installment,Unknown ,Mountain View iCity
Apartment,595000,3,3,175,Unknown,2,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,1200000,3,2,155,Unknown,12,Cash or Installment,Unknown ,Mountain View iCity
Apartment,1150000,3,2,145,No,2,Cash,Finished,6th of October
Apartment,2600000,3,2,180,No,6,Cash,Finished,Smoha
Apartment,2600000,3,3,175,No,2,Cash or Installment,Finished,Sheikh Zayed
Duplex,4500000,4,3,250,Unknown,12,Unknown,Semi Finished,New Cairo - El Tagamoa
Apartment,1750000,3,3,230,No,12,Cash,Core & Shell,Sheikh Zayed
Apartment,3100000,3,3,166,No,1,Installment,Finished,Sheikh Zayed
Apartment,1450000,3,2,168,No,3,Cash,Semi Finished,Sheikh Zayed
Apartment,5800000,3,2,145,No,2,Cash,Finished,Fifth Square
Apartment,3555000,3,2,260,No,2,Unknown,Finished,Murooj
Apartment,1000000,3,2,133,No,3,Cash,Finished,Madinaty
Apartment,7500000,4,3,316,Unknown,3,Cash,Finished,Smoha
Apartment,3700000,3,2,150,No,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,1950000,4,3,277,No,1,Cash,Semi Finished,6th of October
Apartment,2150000,4,3,215,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2000000,3,2,140,No,10,Cash,Finished,Sidi Beshr
Apartment,2730000,3,3,210,No,12,Installment,Semi Finished,Sheikh Zayed
Apartment,4500000,3,3,183,No,2,Cash,Semi Finished,Palm Hills New Cairo
Apartment,1950000,3,3,140,No,1,Cash,Finished,Dar Misr
Studio,2783000,1,1,74,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2940000,3,2,210,No,1,Installment,Semi Finished,Sheikh Zayed
Apartment,4977000,3,3,158,No,2,Cash or Installment,Finished,Sheikh Zayed
Studio,6500000,1,2,100,No,3,Cash,Finished,Uptown Cairo
Apartment,4200000,3,3,240,Unknown,2,Cash,Finished,Nasr City
Apartment,1250000,3,2,180,No,3,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,780000,3,3,200,Unknown,2,Unknown,Unknown ,Galleria Moon Valley
Apartment,4950000,2,2,133,Unknown,1,Cash,Finished,Mountain View Hyde Park
Apartment,2863000,3,2,174,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,390000,2,1,110,No,6,Cash,Finished,Nakheel
Apartment,1100000,3,1,130,No,12,Cash,Unknown ,6th of October
Duplex,9851000,4,3,264,Unknown,12,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,5870000,2,1,135,Unknown,3,Cash or Installment,Semi Finished,Galleria Moon Valley
Apartment,3010000,2,2,90,Unknown,1,Cash or Installment,Finished,Kayan
Apartment,1665000,1,1,105,No,12,Cash,Not Finished,Badya Palm Hills
Apartment,2800000,3,3,155,Unknown,10,Unknown,Unknown ,Laurent
Studio,2100000,1,1,63,No,3,Installment,Semi Finished,Stone Residence
Apartment,2300000,3,2,165,No,3,Installment,Not Finished,Hexa
Studio,1254000,1,1,57,No,1,Cash or Installment,Unknown ,Sheikh Zayed
Duplex,650000,4,2,240,No,12,Installment,Semi Finished,6th of October
Apartment,800000,3,2,115,No,1,Cash,Finished,Hadayek al-Ahram
Apartment,4200000,3,3,165,No,3,Installment,Not Finished,Mountain View iCity
Apartment,2100000,3,3,200,No,12,Cash,Semi Finished,Garden Hills
Apartment,560000,3,2,140,No,2,Cash or Installment,Finished,Nakheel
Apartment,180000,1,1,60,No,12,Cash or Installment,Finished,Nakheel
Apartment,2600000,2,2,145,No,2,Cash or Installment,Semi Finished,Midtown Sky
Apartment,1700000,3,2,180,No,1,Cash,Semi Finished,6th of October
Apartment,2250000,3,3,171,No,4,Installment,Semi Finished,New Capital City
Apartment,1179000,1,1,65,No,13,Cash or Installment,Unknown ,6th of October
Apartment,1563000,3,2,165,No,12,Cash or Installment,Not Finished,EL Patio Casa
Duplex,3735000,3,3,240,Unknown,13,Unknown,Semi Finished,Mountain View iCity
Apartment,4800000,3,2,192,Unknown,1,Unknown,Finished,Zayed Dunes
Apartment,1900000,1,1,44,No,2,Installment,Finished,Sun Capital
Apartment,466000,3,2,146,Unknown,2,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,550000,3,2,136,No,12,Cash or Installment,Finished,Borg al-Arab
Apartment,4000000,1,2,90,No,2,Cash or Installment,Finished,Sheikh Zayed
Apartment,1535000,3,2,139,No,2,Installment,Finished,Zed East
Duplex,790000,3,2,240,Unknown,12,Unknown,Unknown ,6th of October
Apartment,1550000,4,1,130,No,4,Cash,Finished,Raml Station
Apartment,4513388,3,3,159,Unknown,4,Cash or Installment,Finished,Village West
Apartment,7929600,3,3,177,No,4,Cash or Installment,Unknown ,Glim
Apartment,1160000,4,3,196,No,1,Cash or Installment,Semi Finished,Garden Hills
Apartment,1245750,4,3,203,Unknown,1,Cash or Installment,Finished,Village West
Penthouse,8700000,3,3,190,No,4,Cash or Installment,Not Finished,New Cairo - El Tagamoa
Apartment,1350000,4,2,200,No,3,Cash,Finished,Agami
Apartment,5400000,3,3,210,No,2,Cash,Semi Finished,Green 3
Apartment,577000,3,2,107,No,3,Installment,Finished,Madinaty
Apartment,6500000,4,4,250,No,6,Cash,Finished,Madinaty
Apartment,550000,2,1,70,Unknown,3,Cash,Finished,Sidi Beshr
Apartment,3065000,3,3,165,No,1,Installment,Semi Finished,Kenz
Apartment,3456000,3,2,108,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3500000,4,2,125,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,1950000,3,2,150,No,1,Cash or Installment,Finished,New Heliopolis
Apartment,445000,3,1,120,No,4,Cash or Installment,Finished,Nakheel
Apartment,1200000,3,2,135,Yes,9,Cash or Installment,Finished,Faisal
Apartment,1120000,3,3,150,Unknown,2,Cash or Installment,Core & Shell,Hadayek 6th of October
Apartment,3460000,3,2,165,Unknown,2,Installment,Semi Finished,Green Square
Apartment,1550000,3,2,120,No,5,Cash,Finished,Smoha
Apartment,560000,2,2,135,No,8,Installment,Finished,Haram
Apartment,420000,3,1,120,No,3,Cash or Installment,Finished,Nakheel
Apartment,1450000,3,2,105,No,2,Cash,Finished,6th of October
Apartment,4800000,3,3,170,No,3,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,420000,2,2,125,Unknown,3,Cash or Installment,Core & Shell,Sun Capital
Apartment,6450000,3,3,156,No,3,Cash or Installment,Core & Shell,6th of October
Duplex,900000,4,2,260,No,5,Installment,Finished,Agami
Duplex,1000000,3,2,300,No,13,Cash,Finished,Haram
Duplex,11500000,3,3,256,Unknown,2,Unknown,Unknown ,Eastown
Apartment,3002000,3,2,155,No,1,Cash or Installment,Semi Finished,New Capital City
Apartment,520000,3,2,154,No,2,Cash or Installment,Finished,Sun Capital
Apartment,5000000,4,3,350,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Duplex,1900000,4,2,278,Unknown,12,Cash or Installment,Semi Finished,Shorouk City
Apartment,2950000,4,3,250,No,2,Cash or Installment,Semi Finished,ZED Towers
Apartment,1350000,2,1,80,No,2,Cash or Installment,Finished,Eco West
Apartment,3932775,3,3,165,No,6,Cash,Finished,Smoha
Apartment,3730000,3,3,165,No,12,Cash or Installment,Semi Finished,Taj City
Duplex,3000000,5,4,400,No,11,Cash,Finished,Nasr City
Apartment,2350000,3,3,169,No,12,Cash,Unknown ,Markaz al-Giza
Apartment,670000,2,1,105,No,12,Cash,Core & Shell,El Fardous
Apartment,3100000,4,3,275,Unknown,3,Cash,Semi Finished,6th of October
Apartment,7500000,3,3,200,No,1,Installment,Semi Finished,Mountain View Hyde Park
Apartment,930000,2,2,171,Unknown,12,Cash or Installment,Finished,6th of October
Apartment,2000000,3,3,180,Unknown,1,Unknown,Unknown ,Palm Hills New Cairo
Duplex,2350000,3,3,220,Unknown,12,Cash,Finished,Hadayek al-Ahram
Apartment,1000000,3,1,120,No,1,Cash,Finished,Gardenia
Apartment,1700000,3,2,140,No,1,Installment,Unknown ,Mountain View iCity
Apartment,1550000,3,2,185,Unknown,3,Cash,Finished,Hadayek al-Ahram
Apartment,750000,3,2,135,No,3,Cash,Finished,Badr City
Penthouse,4100000,2,2,114,No,4,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,2025000,3,2,225,No,3,Installment,Semi Finished,Sheikh Zayed
Apartment,5500000,3,3,350,Unknown,12,Cash,Semi Finished,6th of October
Apartment,400000,3,1,140,No,12,Cash or Installment,Unknown ,6th of October
Apartment,700000,3,1,82,No,1,Cash,Finished,Shubra
Apartment,1400000,3,2,200,Unknown,1,Cash or Installment,Core & Shell,Hadayek al-Ahram
Apartment,940000,3,2,114,No,2,Cash or Installment,Finished,Madinaty
Apartment,2492000,1,2,40,Yes,8,Cash or Installment,Finished,New Capital City
Apartment,14350000,3,3,197,No,1,Cash,Finished,Uptown Cairo
Apartment,5059000,2,2,157,No,2,Cash or Installment,Unknown ,October Plaza Sodic
Apartment,7500000,3,3,217,Unknown,2,Cash,Unknown ,Eastown
Apartment,3000000,4,4,280,No,7,Cash,Not Finished,Sidi Beshr
Apartment,3100000,3,1,170,No,5,Cash,Finished,Kafr Abdo
Apartment,1200000,3,2,170,No,11,Cash,Finished,Seyouf
Apartment,1750000,2,2,106,No,4,Installment,Semi Finished,6th of October
Studio,3450000,1,2,75,Unknown,3,Cash or Installment,Finished,Zed East
Apartment,1400000,3,2,130,No,1,Cash,Finished,6th of October
Apartment,600000,2,1,100,No,7,Cash,Finished,Mandara
Apartment,2900000,1,2,80,Unknown,2,Unknown,Unknown ,Village West
Apartment,3564000,2,1,90,No,1,Installment,Finished,Kayan
Apartment,630000,3,2,140,No,12,Cash,Not Finished,Badr City
Penthouse,6500000,5,4,480,No,3,Cash,Finished,New Cairo - El Tagamoa
Apartment,1150000,2,1,125,No,12,Cash,Unknown ,6th of October
Apartment,5900000,2,2,139,Unknown,12,Installment,Unknown ,Galleria Moon Valley
Apartment,6710000,3,3,174,Unknown,3,Cash or Installment,Unknown ,Sheikh Zayed
Apartment,1600000,2,2,130,No,12,Installment,Semi Finished,Galleria
Duplex,6300000,4,3,272,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3650200,3,2,211,No,2,Cash,Finished,Granda
Apartment,4050000,3,3,135,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3550000,3,3,173,No,3,Cash,Finished,Smoha
Apartment,500000,3,2,160,Yes,12,Cash or Installment,Unknown ,6th of October
Apartment,580000,2,1,87,No,5,Installment,Finished,Madinaty
Apartment,3080000,3,3,154,No,4,Cash or Installment,Semi Finished,New Capital City
Apartment,4850000,3,3,230,No,10,Cash,Finished,Smoha
Apartment,3200000,3,3,188,No,2,Cash or Installment,Semi Finished,Rock Eden
Apartment,5000000,4,2,250,No,6,Cash,Finished,Glim
Apartment,500000,3,3,150,No,2,Cash or Installment,Semi Finished,Badya Palm Hills
Apartment,2650000,3,2,165,No,11,Cash,Finished,Sporting
Apartment,2000000,3,2,140,No,4,Cash,Finished,Mohandessin
Apartment,1650000,3,2,147,No,1,Installment,Semi Finished,IL Bosco
Apartment,130000,3,1,110,No,6,Cash,Not Finished,Agami
Apartment,6100000,3,3,164,No,2,Installment,Finished,Village West
Apartment,550000,2,1,138,Unknown,3,Cash or Installment,Unknown ,Sun Capital
Apartment,1500000,4,4,195,Unknown,3,Cash or Installment,Finished,6th of October
Apartment,650000,3,2,160,No,1,Cash or Installment,Semi Finished,EL Patio Casa
Apartment,4600000,3,3,230,No,2,Cash or Installment,Finished,Camp Caesar
Apartment,3130000,3,3,177,No,5,Installment,Semi Finished,The Loft
Apartment,8900000,3,3,195,Unknown,12,Cash or Installment,Unknown ,Galleria Moon Valley
Penthouse,700000,4,4,288,No,4,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,2250000,3,2,145,No,12,Cash,Finished,Shorouk City
Apartment,2100000,3,2,220,No,9,Cash,Finished,Nasr City
Apartment,3000000,3,3,175,No,7,Cash,Unknown ,Smoha
Apartment,450000,3,2,171,Unknown,3,Unknown,Unknown ,New Cairo - El Tagamoa
Studio,1598000,1,2,78,No,3,Cash or Installment,Semi Finished,Madinaty
Apartment,2000000,4,3,252,No,2,Cash or Installment,Finished,6th of October
Apartment,3000000,2,1,125,Unknown,1,Unknown,Unknown ,Glim
Apartment,4000000,3,2,116,No,1,Cash,Finished,Madinaty
Apartment,1255000,3,3,213,No,2,Installment,Semi Finished,Palm Hills New Cairo
Apartment,6400000,3,3,149,No,3,Installment,Finished,Village West
Apartment,1000000,3,2,160,Unknown,3,Cash or Installment,Unknown ,New Cairo - El Tagamoa
Apartment,3600000,3,3,133,No,3,Cash,Finished,Madinaty
Apartment,1700000,3,2,197,No,8,Cash,Unknown ,Faisal
Apartment,320000,2,1,120,No,4,Cash or Installment,Finished,Nakheel
Apartment,1190000,2,2,95,No,2,Installment,Semi Finished,New Cairo - El Tagamoa
Studio,430000,1,1,60,No,1,Installment,Finished,Madinaty
Apartment,17210000,4,5,261,Unknown,11,Unknown,Finished,Maadi
Apartment,4370000,3,3,125,No,12,Cash or Installment,Finished,Sheikh Zayed
Apartment,2850000,3,2,165,No,1,Cash or Installment,Finished,Smoha
Apartment,2100000,2,2,220,No,3,Cash,Finished,Nasr City
Apartment,5250000,3,3,211,No,4,Cash,Finished,Madinaty
Studio,1254000,1,1,57,No,1,Unknown,Semi Finished,6th of October
Apartment,4450000,3,3,135,No,2,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,380000,3,1,90,No,13,Cash,Finished,Obour City
Apartment,7443000,3,2,190,No,3,Cash or Installment,Unknown ,Mostakbal City
Apartment,780000,2,1,82,No,11,Cash,Finished,Sidi Beshr
Apartment,3783000,3,3,190,No,4,Cash or Installment,Semi Finished,Rock Eden
Apartment,484000,4,3,190,Unknown,3,Cash or Installment,Unknown ,Sarai
Apartment,2400000,3,3,175,No,2,Installment,Semi Finished,Katameya
Apartment,1100000,2,1,86,No,5,Installment,Finished,Madinaty
Apartment,15000000,3,3,154,Unknown,1,Unknown,Finished,Villette
Apartment,1150000,3,2,127,No,7,Cash,Semi Finished,Agouza
Apartment,1815000,3,3,165,No,12,Installment,Semi Finished,6th of October
Duplex,1000000,5,4,260,Unknown,12,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,444000,3,3,185,Unknown,4,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,1640000,3,2,130,No,12,Cash,Semi Finished,Sheikh Zayed
Apartment,2939680,3,1,160,No,4,Cash or Installment,Semi Finished,New Capital City
Apartment,2682800,3,3,155,No,4,Cash or Installment,Semi Finished,New Capital City
Apartment,7500000,3,3,250,No,1,Cash,Finished,Rehab City
Apartment,2000000,3,2,164,No,12,Installment,Not Finished,El Khamayel
Duplex,295000,3,2,233,No,12,Installment,Unknown ,New Cairo - El Tagamoa
Apartment,450000,2,1,85,Unknown,11,Unknown,Unknown ,Sidi Beshr
Apartment,4723500,3,3,141,No,3,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3250000,2,2,132,No,4,Cash,Finished,Smoha
Apartment,3000000,3,3,182,No,3,Cash,Semi Finished,6th of October
Apartment,40000000,4,5,430,No,11,Cash or Installment,Finished,Zamalek
Apartment,260000,2,1,70,No,5,Cash,Finished,Haram
Apartment,9000000,3,4,274,No,2,Cash,Not Finished,New Cairo - El Tagamoa
Apartment,2000000,3,2,146,Unknown,3,Installment,Finished,Sheikh Zayed
Apartment,1800000,2,1,140,No,2,Cash,Finished,Heliopolis
Apartment,5400000,4,3,307,No,9,Cash,Finished,Roushdy
Apartment,1120000,3,3,150,Unknown,2,Cash or Installment,Core & Shell,Hadayek 6th of October
Apartment,3500000,3,2,200,No,1,Cash,Finished,New Cairo - El Tagamoa
Apartment,318500,3,2,105,No,2,Cash or Installment,Not Finished,Sun Capital
Apartment,5250000,3,2,222,No,9,Cash,Finished,Smoha
Apartment,1083000,3,2,150,Unknown,2,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,1200000,3,2,165,No,7,Cash,Finished,Maryotaya
Apartment,1830000,4,3,160,No,2,Cash,Semi Finished,Sheikh Zayed
Apartment,700000,3,3,116,No,3,Cash or Installment,Finished,Madinaty
Apartment,1500000,3,2,165,No,4,Cash or Installment,Semi Finished,Green Yard
Apartment,750000,2,1,80,No,5,Cash,Finished,Bedaya
Apartment,1180000,2,2,140,No,11,Cash,Unknown ,Faisal
Apartment,3650000,3,2,160,No,4,Cash,Finished,Stanley
Apartment,1640000,3,2,182,Unknown,3,Cash,Finished,Hadayek al-Ahram
Apartment,2000000,3,2,160,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,3350000,3,3,165,No,3,Cash,Not Finished,Mountain View iCity
Apartment,3300000,3,3,165,No,1,Cash,Finished,Sporting
Apartment,3943000,3,2,145,Unknown,6,Cash,Finished,Moharam Bik
Apartment,2850000,3,2,220,Unknown,12,Cash or Installment,Semi Finished,Sheikh Zayed
Studio,5500000,1,1,56,No,9,Installment,Finished,Aeon
Apartment,220000,3,3,180,Unknown,4,Cash or Installment,Finished,Al Maqsad
Penthouse,1310000,2,1,110,Unknown,11,Cash or Installment,Semi Finished,Next Point
Apartment,650000,3,2,280,Unknown,5,Cash,Finished,Nakheel
Apartment,500000,3,3,185,No,2,Cash or Installment,Semi Finished,Badya Palm Hills
Apartment,4014390,3,3,156,No,3,Cash or Installment,Core & Shell,Sarai
Apartment,1910000,3,1,120,No,6,Installment,Finished,Nasr City
Apartment,2200000,3,3,195,No,2,Cash,Not Finished,Sheikh Zayed
Penthouse,18000000,2,3,300,Yes,3,Cash,Finished,Forty West - Sodic
Apartment,4302000,2,2,130,No,2,Cash or Installment,Semi Finished,Badya Palm Hills
Apartment,650000,3,2,150,Unknown,1,Cash or Installment,Finished,Badya Palm Hills
Apartment,2000000,2,2,130,No,7,Cash,Finished,Sidi Beshr
Apartment,5700000,3,3,220,Unknown,2,Unknown,Unknown ,Sheikh Zayed
Apartment,2515000,3,2,192,No,1,Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,410000,3,2,160,No,4,Cash or Installment,Finished,Nakheel
Apartment,2750000,2,2,96,No,3,Cash,Finished,Madinaty
Apartment,2000000,3,1,137,No,1,Cash,Finished,Gladios Garden
Duplex,400000,4,4,300,No,1,Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,3480000,2,2,120,No,1,Cash or Installment,Not Finished,New Cairo - El Tagamoa
Apartment,5200000,3,3,211,No,4,Unknown,Unknown ,Madinaty
Apartment,4200000,4,2,200,No,4,Cash,Finished,Stanley
Apartment,2600000,3,2,183,No,2,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,3880000,4,3,215,No,2,Cash,Semi Finished,Sheikh Zayed
Apartment,4500000,3,2,115,No,2,Cash or Installment,Not Finished,Sheikh Zayed
Apartment,6100000,3,3,164,Unknown,2,Installment,Finished,Village West
Apartment,2600000,2,2,89,No,4,Cash,Finished,Madinaty
Apartment,2898000,2,2,91,No,13,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,4785000,3,3,165,No,3,Cash or Installment,Unknown ,Laurent
Apartment,3700000,3,2,150,No,3,Cash or Installment,Finished,Al Maqsad
Apartment,3130000,2,2,131,No,12,Cash or Installment,Semi Finished,Taj City
Apartment,450000,3,3,156,No,1,Cash or Installment,Semi Finished,Sun Capital
Apartment,3600000,3,3,200,No,8,Cash,Finished,Kafr Abdo
