Type,Price,Price Category,Bedrooms,Bathrooms,Area,Area Category,Furnished,Level,Payment_Option,Delivery_Term,City
Apartment,2350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,Yes,8,Cash,Finished,Mandara
Apartment,725000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,100,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Agami
Apartment,2150000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,6th of October
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,3,3,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Not Finished,Mountain View iCity
Apartment,3450000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,99,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Rehab City
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,170,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Semi Finished,Mountain View iCity
Apartment,656900,Less Than or Equal to Q1 ( 1200000 ) ,3,3,231,Greater Than Q3 (  200  ) ,No,6,Installment,Core & Shell,Bloomfields
Apartment,3800000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,125,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Semi Finished,Kayan
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,147,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Semi Finished,Andalus
Apartment,3400000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,181,Between Q2(  160  )  and Q3 (  200  ) ,No,10,Cash,Finished,Smoha
Apartment,565000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,74,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Madinaty
Apartment,860000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Finished,Madinaty
Apartment,4600000,Greater Than Q3 ( 4100000 ) ,5,4,290,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Shatby
Apartment,750000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,160,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,5,Cash,Core & Shell,Hadayek al-Ahram
Apartment,3200000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,2,260,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Sidi Beshr
Duplex,3400000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,400,Greater Than Q3 (  200  ) ,No,12,Cash,Core & Shell,New Cairo - El Tagamoa
Apartment,2900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,103,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Madinaty
Apartment,1786477,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,81,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,Eco West
Apartment,2058000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,196,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Semi Finished,6th of October
Apartment,2050000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash,Finished,Village West
Apartment,2200000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,120,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Semi Finished,Mountain View iCity
Apartment,689000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,143,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Installment,Finished,Madinaty
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,10,Cash,Finished,Montazah
Duplex,8000000,Greater Than Q3 ( 4100000 ) ,3,3,210,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,425000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,Nakheel
Apartment,1700000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,202,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,Shorouk City
Apartment,3250000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Sheikh Zayed
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,3355805,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,204,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Shorouk City
Apartment,47000000,Greater Than Q3 ( 4100000 ) ,10,5,820,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Maadi
Apartment,3300000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Cash,Finished,Saba Pasha
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,70,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Sheikh Zayed
Penthouse,7000000,Greater Than Q3 ( 4100000 ) ,4,4,299,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,Beverly Hills
Apartment,950000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,110,Less Than or Equal to Q1 ( 127  ) ,Yes,11,Cash,Finished,Attarin
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,167,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Maamoura
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,225,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,Kanarya
Apartment,3980000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,167,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Semi Finished,Granda
Duplex,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,249,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Finished,Trio Gardens
Apartment,704000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Tiba Gardens
Apartment,2767000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,6,Cash or Installment,Semi Finished,New Capital City
Apartment,2400000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,7,Cash or Installment,Finished,One Kattameya
Apartment,2950000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,10,Cash,Finished,Sidi Beshr
Apartment,1350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,7,Cash,Finished,Smoha
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,2,270,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Laurent
Apartment,7500000,Greater Than Q3 ( 4100000 ) ,3,3,211,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,Eastown
Apartment,3261520,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,210,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Isola
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,135,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Not Finished,October Plaza Sodic
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Semi Finished,Garden Hills
Apartment,5450000,Greater Than Q3 ( 4100000 ) ,3,3,197,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Zayed Regency
Duplex,5500000,Greater Than Q3 ( 4100000 ) ,4,3,420,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,3,3,220,Greater Than Q3 (  200  ) ,No,3,Cash,Finished,Palm Parks
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,170,Between Q2(  160  )  and Q3 (  200  ) ,Yes,5,Cash,Finished,Dokki
Apartment,3200000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,245,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,1015000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash,Semi Finished,6th of October
Studio,5200000,Greater Than Q3 ( 4100000 ) ,1,2,90,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Finished,Sheikh Zayed
Apartment,1100000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Agami
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,3,3,170,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Belle Vie
Apartment,390000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,7,Cash or Installment,Finished,Nakheel
Duplex,1680000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,280,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,6th of October
Apartment,3900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,1,78,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Village West
Apartment,1250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,4,240,Greater Than Q3 (  200  ) ,No,12,Installment,Finished,Madinaty
Apartment,1250000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,115,Less Than or Equal to Q1 ( 127  ) ,No,11,Cash,Finished,Montazah
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,5,4,157,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,Hadayek al-Ahram
Duplex,6000000,Greater Than Q3 ( 4100000 ) ,4,3,219,Greater Than Q3 (  200  ) ,No,2,Installment,Finished,Atika
Penthouse,8400000,Greater Than Q3 ( 4100000 ) ,3,4,595,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Finished,New Cairo - El Tagamoa
Apartment,700000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,85,Less Than or Equal to Q1 ( 127  ) ,No,1,Installment,Finished,Madinaty
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,120,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Sidi Beshr
Apartment,5200000,Greater Than Q3 ( 4100000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash,Finished,Zayed 2000
Apartment,1100000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,9,Cash,Finished,Smoha
Apartment,9193661,Greater Than Q3 ( 4100000 ) ,4,3,229,Greater Than Q3 (  200  ) ,No,1,Cash or Installment,Core & Shell,New Cairo - El Tagamoa
Apartment,650000,Less Than or Equal to Q1 ( 1200000 ) ,4,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Semi Finished,Badr City
Apartment,7500000,Greater Than Q3 ( 4100000 ) ,3,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Finished,Fifth Square
Apartment,2279802,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,217,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,2,2,120,Less Than or Equal to Q1 ( 127  ) ,Yes,12,Cash,Finished,Lake View
Studio,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,83,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Core & Shell,The Median
Studio,1254000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,57,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,800000,Less Than or Equal to Q1 ( 1200000 ) ,4,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Finished,Sodic East
Apartment,2163000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,206,Greater Than Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,3,3,151,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Finished,Swan Lake
Apartment,432000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,108,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,460000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,260,Greater Than Q3 (  200  ) ,No,5,Cash,Finished,Nakheel
Apartment,2100000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Al Ibrahimiyyah
Apartment,600000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Badya Palm Hills
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,145,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Core & Shell,6th of October
Apartment,6987200,Greater Than Q3 ( 4100000 ) ,4,4,255,Greater Than Q3 (  200  ) ,No,2,Installment,Semi Finished,Palm Hills New Cairo
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,190,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash,Finished,Hadayek al-Ahram
Duplex,390000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,220,Greater Than Q3 (  200  ) ,No,5,Cash or Installment,Finished,Nakheel
Duplex,4500000,Greater Than Q3 ( 4100000 ) ,3,2,325,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,New Cairo - El Tagamoa
Apartment,6400000,Greater Than Q3 ( 4100000 ) ,3,3,149,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,3,Installment,Finished,Village West
Duplex,2475000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,6,350,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Shorouk City
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,10,Cash,Finished,Asafra
Apartment,1750000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,1800000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash,Finished,6th of October
Duplex,3900000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,Mountain View iCity
Duplex,1500000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,4,3,350,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Finished,Amorada
Apartment,4150000,Greater Than Q3 ( 4100000 ) ,3,4,207,Greater Than Q3 (  200  ) ,No,12,Cash,Core & Shell,Capital Gardens
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,196,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Finished,Sheraton
Apartment,3878235,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Core & Shell,Sarai
Apartment,2050000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,215,Greater Than Q3 (  200  ) ,No,4,Cash,Finished,New Nozha
Duplex,5500000,Greater Than Q3 ( 4100000 ) ,3,3,290,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Finished,Rayos
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,132,Between Q1 ( 127  )  and Q2 ( 160 ) ,Yes,3,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1360000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,4,Cash or Installment,Finished,Al Amiriyyah
Apartment,3500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,220,Greater Than Q3 (  200  ) ,No,2,Cash,Finished,New Cairo - El Tagamoa
Studio,1234000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,90,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash or Installment,Semi Finished,New Capital City
Apartment,3045000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,122,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Semi Finished,Mivida
Apartment,2300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,7,Cash,Finished,Nasr City
Apartment,4300000,Greater Than Q3 ( 4100000 ) ,3,4,178,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Finished,Sheikh Zayed
Apartment,2000000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,120,Less Than or Equal to Q1 ( 127  ) ,No,3,Cash or Installment,Semi Finished,6th of October
Apartment,2450000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,2,115,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash or Installment,Finished,Mostakbal City
Duplex,2850000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,280,Greater Than Q3 (  200  ) ,No,5,Cash or Installment,Semi Finished,Mountain View iCity
Apartment,3100000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,116,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash or Installment,Semi Finished,Sheikh Zayed
Apartment,2500000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,2,200,Between Q2(  160  )  and Q3 (  200  ) ,No,1,Cash,Finished,Sheikh Zayed
Apartment,4500000,Greater Than Q3 ( 4100000 ) ,3,3,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,1,Cash or Installment,Semi Finished,Jayd
Duplex,3150000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,330,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,6th of October
Apartment,2750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,240,Greater Than Q3 (  200  ) ,No,3,Cash,Semi Finished,Sheikh Zayed
Duplex,6756121,Greater Than Q3 ( 4100000 ) ,5,5,337,Greater Than Q3 (  200  ) ,No,12,Cash or Installment,Semi Finished,New Capital City
Apartment,5500000,Greater Than Q3 ( 4100000 ) ,3,3,188,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Core & Shell,Eastown
Duplex,5970000,Greater Than Q3 ( 4100000 ) ,3,4,202,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,Palm Hills New Cairo
Apartment,390000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,120,Less Than or Equal to Q1 ( 127  ) ,No,2,Cash,Finished,Nakheel
Studio,310000,Less Than or Equal to Q1 ( 1200000 ) ,1,1,45,Less Than or Equal to Q1 ( 127  ) ,No,12,Installment,Finished,Madinaty
Duplex,2450000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,360,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,El Fardous
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,11,Cash,Finished,Moharam Bik
Apartment,440000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,140,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Nakheel
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash,Semi Finished,Stone Residence
Apartment,11000000,Greater Than Q3 ( 4100000 ) ,4,3,208,Greater Than Q3 (  200  ) ,No,1,Cash,Finished,Mivida
Apartment,712000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,116,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Madinaty
Apartment,1450001,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,1,121,Less Than or Equal to Q1 ( 127  ) ,No,1,Cash,Finished,Kafr Abdo
Apartment,6250000,Greater Than Q3 ( 4100000 ) ,3,4,300,Greater Than Q3 (  200  ) ,No,11,Cash,Finished,Terrace Smouha
Apartment,1636000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,123,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Semi Finished,Zahraa Al Maadi
Apartment,3297000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,177,Between Q2(  160  )  and Q3 (  200  ) ,No,4,Cash or Installment,Finished,Kenz
Apartment,1150000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,175,Between Q2(  160  )  and Q3 (  200  ) ,No,6,Cash,Finished,Agami
Apartment,2600000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,1,2,83,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Not Finished,New Cairo - El Tagamoa
Apartment,3170000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Not Finished,Mountain View iCity
Apartment,5400000,Greater Than Q3 ( 4100000 ) ,3,2,186,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,6th of October
Apartment,3750000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,245,Greater Than Q3 (  200  ) ,No,12,Cash,Finished,6th of October
Apartment,5300000,Greater Than Q3 ( 4100000 ) ,3,2,155,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash or Installment,Not Finished,New Cairo - El Tagamoa
Apartment,7000000,Greater Than Q3 ( 4100000 ) ,3,3,235,Greater Than Q3 (  200  ) ,No,3,Cash,Semi Finished,New Cairo - El Tagamoa
Apartment,4000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,3,3,211,Greater Than Q3 (  200  ) ,No,4,Cash,Finished,Madinaty
Apartment,1940000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,162,Between Q2(  160  )  and Q3 (  200  ) ,No,5,Installment,Finished,Rehab City
Apartment,1300000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,150,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash,Finished,Shubra
Penthouse,3960000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,4,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,2,Cash or Installment,Finished,Kayan
Apartment,720000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,190,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,1675000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,3,186,Between Q2(  160  )  and Q3 (  200  ) ,No,12,Cash or Installment,Core & Shell,Sheikh Zayed
Apartment,3000000,Between Q2( 2495000 )  and Q3 ( 4100000 ) ,2,2,89,Less Than or Equal to Q1 ( 127  ) ,No,5,Cash,Finished,Rehab City
Apartment,559890,Less Than or Equal to Q1 ( 1200000 ) ,2,2,125,Less Than or Equal to Q1 ( 127  ) ,No,3,Installment,Finished,Badya Palm Hills
Apartment,1000000,Less Than or Equal to Q1 ( 1200000 ) ,3,1,120,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Not Finished,Helmeyat El Zaytoun
Studio,1611000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,1,1,63,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash or Installment,Semi Finished,Mostakbal City
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,2,1,100,Less Than or Equal to Q1 ( 127  ) ,No,4,Cash,Semi Finished,New Nozha
Apartment,4153000,Greater Than Q3 ( 4100000 ) ,3,3,195,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Cash or Installment,Semi Finished,New Cairo - El Tagamoa
Apartment,4158037,Greater Than Q3 ( 4100000 ) ,3,3,165,Between Q2(  160  )  and Q3 (  200  ) ,No,3,Installment,Semi Finished,Mountain View iCity
Apartment,850000,Less Than or Equal to Q1 ( 1200000 ) ,2,2,90,Less Than or Equal to Q1 ( 127  ) ,No,12,Cash,Finished,Nasr City
Apartment,6400000,Greater Than Q3 ( 4100000 ) ,3,3,180,Between Q2(  160  )  and Q3 (  200  ) ,No,2,Installment,Semi Finished,6th of October
Apartment,1600000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,2,3,200,Between Q2(  160  )  and Q3 (  200  ) ,No,13,Cash,Finished,Mandara
Duplex,5580000,Greater Than Q3 ( 4100000 ) ,3,3,267,Greater Than Q3 (  200  ) ,No,12,Installment,Semi Finished,Murooj
Apartment,1200000,Less Than or Equal to Q1 ( 1200000 ) ,3,3,210,Greater Than Q3 (  200  ) ,No,3,Cash,Not Finished,Tura
Apartment,1350000,Between Q1 ( 1200000 )  and Q2 (2495000 ) ,3,2,225,Greater Than Q3 (  200  ) ,No,1,Cash,Semi Finished,Hadayek al-Ahram
Apartment,380000,Less Than or Equal to Q1 ( 1200000 ) ,3,2,130,Between Q1 ( 127  )  and Q2 ( 160 ) ,No,12,Cash,Finished,Faisal
